id,title,Main Story,Main + Extras,Completionist,All Styles,Co-Op,Vs.,Type,Developers,Publishers,Playable On,Genres,NA,EU,JP
+50736,Armored Warfare,NA,NA,NA,NA,NA,NA,NA,"Obsidian Entertainment, My.com",My.com,NA,"Massively Multiplayer, Action","October 08, 2015","October 08, 2015",NA
+12773,Armored Warriors (1994),0.8666666666666667,NA,NA,0.8666666666666667,NA,NA,NA,Capcom,Capcom,"Arcade, Nintendo Switch, PlayStation 4",Beat 'em Up,October 1994,NA,NA
+606,Armorines: Project S.W.A.R.M.,NA,NA,NA,NA,NA,NA,NA,"Acclaim Studios London, NEON Software 1999",Acclaim Entertainment,NA,"First-Person, Shooter","December 02, 1999","June 30, 2000",NA
+42834,Arms,1.5,24.5,349,6,NA,NA,NA,Nintendo EPD,Nintendo,Nintendo Switch,"Third-Person, Action, Fighting","June 16, 2017","June 16, 2017","June 16, 2017"
+29331,Arms Dealer,NA,NA,NA,NA,NA,NA,NA,Case in Point Studios,Case in Point Studios,NA,"Simulation, Strategy","March 26, 2015",NA,NA
+607,Army Corps of Hell,45,65,65.5,62,NA,NA,NA,Entersphere,Square Enix,PlayStation Vita,Action,"February 22, 2012","February 22, 2012","December 17, 2011"
+48623,Army Craft,NA,NA,NA,NA,NA,NA,NA,InvoHer,Atriagames,NA,Action,"July 19, 2017","July 19, 2017",NA
+28497,Army Defender,NA,NA,NA,NA,NA,NA,NA,NA,Mindscape,NA,Action,"December 07, 2009",NA,NA
+45182,Army Gals,1.5,6,8.5,5.5,NA,NA,NA,"Dharker Studio, Brightly Studios",Dharker Studio,PC,Visual Novel,"April 17, 2017","April 17, 2017",NA
+47087,Army General,NA,NA,NA,NA,NA,NA,NA,Phobetor,"Phobetor, Plug In Digital",NA,Strategy,"April 26, 2017","April 26, 2017",NA
+608,Army Men,NA,NA,NA,NA,NA,NA,NA,Digital Eclipse Software,"Sold Out Sales & Marketing, The 3DO Company","Game Boy Color, PC","Action, Strategy","April 30, 1998",NA,NA
+609,Army Men 3D,6,NA,NA,6,NA,NA,NA,The 3DO Company,NA,PlayStation,"Action, Action, Adventure","March 10, 1999",NA,NA
+17905,Army Men Advance,NA,NA,NA,NA,NA,NA,NA,DC Studios,3DO,NA,"Action, Adventure, Shooter","June 11, 2001","June 22, 2001",NA
+610,Army Men II,4,NA,NA,4,NA,NA,NA,The 3DO Company,The 3DO Company,PC,Action,"March 22, 1999",NA,NA
+612,Army Men: Air Attack,8.5,NA,NA,8.5,NA,NA,NA,3DO,3DO,"Nintendo 64, PC, PlayStation",Shooter,"October 13, 1999",NA,NA
+613,Army Men: Air Attack 2,4,NA,NA,4,NA,NA,NA,3DO,3DO,"PlayStation, PlayStation 2",Shooter,"September 26, 2000",NA,NA
+614,Army Men: Green Rogue,3,3.5,NA,3,NA,NA,NA,NA,3DO,PlayStation,"Third-Person, Shooter",2001,NA,NA
+25778,Army Men: Major Malfunction,NA,NA,NA,NA,NA,NA,NA,Team17,Global Star Software,NA,"Action, Adventure","April 14, 2016",NA,NA
+17929,Army Men: Operation Green,NA,NA,NA,NA,NA,NA,NA,Pocket Studios,3DO,NA,"Action, Shooter","December 10, 2001","March 15, 2002",NA
+21176,Army Men: Operation Meltdown,NA,NA,NA,NA,NA,NA,NA,NA,3DO Company,NA,Action,NA,NA,NA
+15643,Army Men: RTS,8,11.5,21,14.5,NA,NA,NA,Pandemic Studios,3DO,"Nintendo GameCube, PC","Real-Time, Strategy","March 28, 2002",NA,NA
+615,Army Men: Sarge's Heroes,9,11.5,NA,10.5,NA,NA,NA,3DO,3DO,"Nintendo 64, PlayStation",Action Shooter,"September 30, 1999",NA,NA
+616,Army Men: Sarge's Heroes 2,7,NA,11,9,NA,NA,NA,3DO,3DO,"Nintendo 64, PlayStation",Action Shooter,2000,2000,NA
+15230,Army Men: Sarge's War,7,NA,NA,7,NA,NA,NA,Global Star Software,Global Star Software,"Nintendo GameCube, Xbox","Third-Person, Shooter","August 02, 2004",NA,NA
+21935,Army Men: Soldiers of Misfortune,NA,NA,NA,NA,NA,NA,NA,Destination Software,Zoo Games,NA,NA,"October 10, 2008",NA,NA
+617,Army Men: Toys in Space,NA,NA,NA,NA,NA,NA,NA,The 3DO Company,The 3DO Company,PC,"Real-Time, Strategy","August 13, 1999",NA,NA
+23850,Army Men: Turf Wars,NA,NA,NA,NA,NA,NA,NA,3DO Company,3DO Company,NA,"Action, Strategy",2000,NA,NA
+618,Army Men: World War,NA,NA,NA,NA,NA,NA,NA,3DO,3DO,"PC, PlayStation",Shooter,2000,2000,NA
+619,Army Men: World War - Final Front,NA,NA,NA,NA,NA,NA,NA,3DO,3DO,NA,"Strategy, Action","February 27, 2001",NA,NA
+620,Army Men: World War - Land Sea Air,NA,NA,NA,NA,NA,NA,NA,3DO,3DO,PlayStation,Action,"September 28, 2000",NA,NA
+621,Army Men: World War - Team Assault,NA,NA,NA,NA,NA,NA,NA,3DO,3DO,PlayStation,Action,"January 01, 2002","January 01, 2002",NA
+21568,Army Moves,NA,NA,NA,NA,NA,NA,NA,Dinamic Software,Imagine Software,NA,"Scrolling, Shooter",1986,NA,NA
+24614,Army of Darkness: Defense,NA,NA,NA,NA,NA,NA,NA,Backflip Studios,Backflip Studios,NA,Tower Defense,"May 12, 2011",NA,NA
+46703,Army of Pixels,NA,NA,NA,NA,NA,NA,NA,"Gergely Zsolnay, Richard Markos","Gergely Zsolnay, Richard Markos",NA,"Turn-Based, Strategy","October 29, 2015","October 29, 2015",NA
+58655,Army of Squirrels,NA,NA,NA,NA,NA,NA,NA,Jumibois,Spawn Point OSK,NA,"Turn-Based, Strategy","February 27, 2018","February 27, 2018",NA
+34626,Army of Tentacles: (Not) A Cthulhu Dating Sim,2.5,NA,NA,2.5,NA,NA,NA,Stegalosaurus Game Development,Stegalosaurus Game Development,PC,"Adventure, Role-Playing","February 15, 2016",NA,NA
+622,Army of Two,6.5,7.5,9,7,NA,NA,NA,EA Montreal,Electronic Arts,"PlayStation 3, Xbox 360, Xbox One","Third-Person, Shooter","March 04, 2008","March 07, 2008","March 19, 2008"
+37912,Army of Two: SSC Challenge Map Pack DLC,NA,6,NA,6,NA,NA,DLC/Expansion,EA Montreal,Electronic Arts,NA,"Third-Person, Shooter",2009,NA,NA
+623,Army of Two: The 40th Day,7.5,9.5,11.5,8,NA,NA,NA,EA Montreal,Electronic Arts,"PlayStation 3, PSP, Xbox 360","Third-Person, Action, Shooter","January 12, 2010","January 08, 2010",NA
+624,Army of Two: The Devil's Cartel,8,10.5,17,9,NA,NA,NA,"Visceral Montreal, EA Montreal",Electronic Arts,"PlayStation 3, Xbox 360","Third-Person, Action, Shooter","March 26, 2013","March 29, 2013","March 28, 2013"
+15971,Arnold Palmer Tournament Golf,NA,NA,5,5,NA,NA,NA,Sega,Sega,NA,Sports,September 1989,NA,NA
+60955,Around the Words,NA,NA,NA,NA,NA,NA,NA,3dduo,Microïds Indie,NA,NA,"August 08, 2017","August 08, 2017",NA
+625,Around the World in 80 Days,NA,NA,4,4,NA,NA,NA,Saffire,Hip Games,PC,"Action, Adventure","July 05, 2005","October 15, 2004",NA
+13092,Arrow Flash,0.7166666666666667,2,NA,0.9,NA,NA,NA,Sega,Renovation Products,Sega Mega Drive/Genesis,"Scrolling, Action, Shooter",1990,1991,"December 20, 1990"
+626,Arsenal of Democracy,NA,NA,NA,NA,NA,NA,NA,BL-Logic,Paradox Interactive,PC,"Real-Time, Strategy",NA,NA,NA
+34476,Arslan: The Warriors of Legend,8.5,13,NA,8.5,NA,NA,NA,Koei Techmo,Koei Techmo,"PC, PlayStation 4, Xbox One",Action,"February 09, 2016",NA,NA
+30587,Arson & Plunder: Unleashed,NA,NA,3.5,3.5,NA,NA,NA,Chainsaw Syndicate,Headup Games,PC,"Real-Time, Beat 'em Up","September 25, 2015",NA,NA
+45787,ArsonVille,NA,NA,NA,NA,NA,NA,NA,Slavitica,Slavitica,NA,NA,"November 24, 2016","November 24, 2016",NA
+32184,Art Academy,NA,NA,NA,NA,NA,NA,NA,"Headstrong Games, Nintendo SPD",Nintendo,Nintendo DS,Educational,"September 14, 2009",NA,NA
+627,Art Academy: First Semester,NA,NA,8,8,NA,NA,NA,"Headstrong Games, Nintendo SPD Group No.3",Nintendo,Nintendo DS,Art,"September 14, 2009",NA,"November 18, 2009"
+29250,Art Academy: Home Studio,NA,NA,NA,NA,NA,NA,NA,Headstrong Games,Nintendo,NA,Interactive Art,"June 25, 2015",NA,NA
+20047,Art Academy: Sketchpad,NA,NA,NA,NA,NA,NA,NA,Headstrong Games,Nintendo,NA,Interactive Art,NA,"September 08, 2013",NA
+46851,Art Of Gravity,1.5,2,2,1.5,NA,NA,NA,Hamster On Coke Games,Hamster On Coke Games,PC,NA,"June 13, 2017","June 13, 2017",NA
+30404,Art Style: BASE 10,2.5,NA,NA,2.5,NA,NA,NA,Skip,Nintendo,NA,Puzzle,"July 06, 2009",NA,NA
+633,Art Style: BOXLIFE,NA,NA,17,17,NA,NA,NA,skip Ltd.,Nintendo,NA,Puzzle,"June 22, 2009",NA,"February 25, 2009"
+17420,Art Style: CUBELLO,NA,NA,NA,NA,NA,NA,NA,Skip,Nintendo,NA,"Puzzle, Shooter","October 13, 2008","November 21, 2008","May 12, 2009"
+19127,Art Style: INTERSECT,NA,NA,NA,NA,NA,NA,NA,Q-Games,Nintendo,NA,Puzzle,"November 16, 2009","October 02, 2009","November 04, 2009"
+17422,Art Style: ORBIENT,3.5,NA,NA,3.5,NA,NA,NA,skip,Nintendo,Wii,Puzzle,"September 29, 2008","December 19, 2008","May 12, 2009"
+634,Art Style: PiCOPiCT,2,3.5,18,4,NA,NA,NA,skip Ltd.,Nintendo,"Nintendo 3DS, Nintendo DS",Puzzle,"May 18, 2009","May 22, 2009","January 28, 2009"
+30415,Art Style: Precipice,NA,NA,NA,NA,NA,NA,NA,Skip,Nintendo,NA,Puzzle,"August 03, 2009",NA,NA
+11745,Art Style: Rotozoa,3,8,NA,5.5,NA,NA,NA,Skip,Nintendo,Wii,"Top-Down, Scrolling, Action, Puzzle","June 21, 2010","May 28, 2010",NA
+30419,Art Style: ZENGAGE,NA,NA,NA,NA,NA,NA,NA,Skip,Nintendo,NA,Puzzle,"July 20, 2009",NA,NA
+48053,Art Style: light trax,NA,NA,NA,NA,NA,NA,NA,Nintendo,Nintendo,NA,NA,"May 24, 2010",NA,NA
+14773,Art of Balance,6.5,7.5,NA,7.5,NA,NA,NA,Shin'en Multimedia,NA,"Nintendo Switch, Wii, Wii U",Puzzle,October 2014,NA,NA
+15658,Art of Balance TOUCH!,NA,10.5,NA,10.5,NA,NA,NA,NA,Shin'en Multimedia,Nintendo 3DS,Puzzle,"June 07, 2012",NA,NA
+629,Art of Fighting,0.8,1,1.5,1.5,NA,NA,NA,SNK,SNK,"Arcade, Neo Geo, Super Nintendo",Fighting,"September 24, 1992",NA,NA
+630,Art of Fighting 2,0.9666666666666667,1,6,4,NA,NA,NA,SNK,SNK,"Arcade, Neo Geo",Fighting,"February 02, 1994",NA,NA
+631,Art of Fighting 3: The Path of the Warrior,0.6666666666666666,2,3.5,1.5,NA,NA,NA,SNK,SNK,"Arcade, Neo Geo",Fighting,"March 12, 1996",NA,NA
+632,Art of Fighting Anthology,NA,NA,NA,NA,NA,NA,NA,SNK Playmore,"SNK Playmore, UTV Ignition Entertainment",PlayStation 2,Fighting,"May 15, 2007",NA,NA
+52750,Art of Guile,NA,NA,NA,NA,NA,NA,NA,Unphysical Machinery,Unphysical Machinery,NA,Strategy,"August 11, 2017","August 11, 2017",NA
+16672,Art of Murder: Cards of Destiny,9.5,NA,10.5,10,NA,NA,NA,City Interactive,City Interactive,PC,"Third-Person, Adventure","February 23, 2009","February 23, 2009",NA
+22017,Art of Murder: Deadly Secrets,1.5,NA,NA,1.5,NA,NA,NA,CI Games,CI Games,PC,Hidden Object,"April 26, 2011",NA,NA
+16673,Art of Murder: FBI Confidential,7.5,NA,8,7.5,NA,NA,NA,City Interactive,City Interactive,PC,"Third-Person, Adventure","July 29, 2008","July 29, 2008",NA
+16674,Art of Murder: Hunt for the Puppeteer,6.5,NA,8,7,NA,NA,NA,City Interactive,City Interactive,PC,"Third-Person, Adventure","February 17, 2009","February 17, 2009",NA
+22018,Art of Murder: The Secret Files,1.5,NA,NA,1.5,NA,NA,NA,CI Games,CI Games,PC,Hidden Object,"February 27, 2009","February 27, 2009",NA
+43042,Art of War: Red Tides,NA,NA,NA,NA,NA,NA,NA,Game Science,Game Science,PC,Strategy,"December 22, 2016",NA,NA
+50107,Artania,NA,NA,NA,NA,NA,NA,NA,SmartHart Games,SmartHart Games,NA,"First-Person, Adventure","October 09, 2017","October 09, 2017",NA
+13559,Artemis Spaceship Bridge Simulator,4,4,NA,4,NA,NA,NA,NA,NA,PC,Simulation,"September 16, 2013","September 16, 2013","September 16, 2013"
+635,Arthur and the Invisibles,NA,10,NA,10,NA,NA,NA,"Etranges Libellules, Neko Entertainment (NDS), Mistic Software (GBA)",Atari,"Nintendo DS, PlayStation 2",Adventure,"January 09, 2007",NA,NA
+636,Arthur: The Quest for Excalibur,NA,NA,NA,NA,NA,NA,NA,Infocom,Infocom,NA,Adventure,"June 06, 1989",NA,NA
+62703,Artifact,NA,NA,NA,NA,NA,11,NA,Valve,Valve,PC,"Card Game, Strategy","November 28, 2018","November 28, 2018",NA
+26820,Artifact Adventure,NA,12,NA,12,NA,NA,NA,bluffman,AGM PLAYISM,PC,Role-Playing,"May 19, 2015",NA,NA
+38654,Artificial Defense,NA,NA,NA,NA,NA,NA,NA,"Thiemo Bolder, One Man Games","Thiemo Bolder, One Man Games",PC,NA,"June 01, 2016",NA,NA
+45105,Artillerists,NA,NA,NA,NA,NA,NA,NA,SolarLance,SolarLance,NA,NA,"January 02, 2017","January 02, 2017",NA
+36092,Artillery Duel,NA,NA,NA,NA,NA,NA,NA,Xonox,Xonox,NA,Strategy,1983,NA,NA
+26821,Artizens,NA,NA,NA,NA,NA,NA,NA,Artizens,Artizens,NA,"Action, Adventure","March 05, 2015","March 05, 2015","March 05, 2015"
+34518,Arvale,NA,NA,NA,NA,NA,NA,NA,Jaybot7,Aldorlea Games,NA,Role-Playing,"August 14, 2015",NA,NA
+13578,Arvoesine,0.5,NA,NA,0.5,NA,NA,NA,Alastair John Jack,NA,NA,Platform,July 2010,NA,NA
+637,Arx Fatalis,20.5,34.5,57.5,26,NA,NA,NA,Arkane Studios,"JoWood Productions, DreamCatcher Interactive","PC, Xbox",Action RPG,"November 11, 2002","June 28, 2002",NA
+36958,Asagao Academy: Normal Boots Club,6,12,49.5,26.5,NA,NA,NA,NA,NA,PC,Visual Novel,"April 21, 2016",NA,NA
+28731,Asameshimae Nyanko,NA,NA,NA,NA,NA,NA,NA,J-Force,Zamuse,NA,Card Game,NA,NA,"March 18, 1994"
+13882,Ascend: Hand of Kul,20,NA,44.5,34.5,NA,NA,NA,Signal Studios,Microsoft Studios,"PC, Xbox 360",Role-Playing,"September 25, 2013",NA,NA
+639,Ascendancy,33,NA,NA,33,NA,NA,NA,The Logic Factory,"Virgin Interactive Entertainment, Broderbund, Softgold",PC,Turn-Based Strategy,1995,1995,NA
+18815,Ascendant,NA,18,NA,18,NA,NA,NA,Hapa Games,Hapa Games,PC,"Beat 'em Up, Roguelike","May 13, 2014",NA,NA
+52938,Ascendant Hearts,4,NA,NA,4,NA,NA,NA,Visualnoveler,Visualnoveler,PC,Visual Novel,"January 18, 2018","January 18, 2018",NA
+44596,Ascender (2017),NA,NA,NA,NA,NA,NA,NA,GameChanger Studio,GameChanger Studio,NA,Adventure,"March 17, 2017","March 17, 2017",NA
+58595,Ascension (2011),NA,NA,NA,NA,NA,NA,NA,Hatching Disaster,Asmodee Digital,NA,"Scrolling, Shooter","December 30, 2011",NA,NA
+641,Ascension (2012),0.7666666666666667,NA,1.5,1,NA,NA,NA,Magnesium Ninja Studios,NA,PC,"Adventure, Survival Horror","November 02, 2012","November 02, 2012","November 02, 2012"
+47524,Ascension VR,NA,NA,NA,NA,NA,NA,NA,Temple Gates Games,Temple Gates Games,NA,NA,"August 01, 2016","August 01, 2016",NA
+642,Ascension to the Throne,NA,14.5,17,16.5,NA,NA,NA,1C,DVS,PC,"Turn-Based, Role-Playing, Strategy","January 26, 2007","January 26, 2007",NA
+643,Ascension to the Throne: Valkyrie,NA,NA,NA,NA,NA,NA,NA,Strategy First,Strategy First,NA,RPG,2009,NA,NA
+19083,Ascension: Chronicle of the Godslayer,NA,7,NA,7,NA,NA,NA,Playdek,NA,iOS,Card Game,2014,NA,NA
+640,Ascension: Deckbuilding Game,6.5,7.5,NA,7,NA,NA,NA,"Playdek, Inc.",Asmodee Digital,PC,"Card Game, Shooter","December 16, 2014","December 16, 2014",NA
+13595,Ascent of Kings,NA,NA,NA,NA,NA,NA,NA,NA,Nostatic Software,NA,Platform,"February 20, 2013",NA,NA
+67683,Ascent: Infinite Realm,NA,NA,NA,NA,NA,NA,NA,Bluehole Studio,Kakao Games,NA,NA,NA,NA,NA
+34248,Ascent: The Space Game,NA,NA,NA,NA,NA,NA,NA,Fluffy Kitten Studios,Fluffy Kitten Studios,NA,Massively Multiplayer,"April 11, 2016",NA,NA
+54798,Asdivine Cross,NA,NA,NA,NA,NA,NA,NA,Kemco,Kemco,NA,Role-Playing,NA,"July 13, 2017",NA
+37542,Asdivine Hearts,29.5,33,52,35,NA,NA,NA,Exe Create,KEMCO,"Android, iOS, PC","Adventure, Role-Playing","February 01, 2016",NA,NA
+65975,Asdivine Hearts 2,15,NA,NA,15,NA,NA,NA,EXE-CREATE,Kemco,NA,Role-Playing,"December 21, 2018",NA,NA
+644,Aselia the Eternal,75,NA,NA,75,NA,NA,NA,Xuse,NA,PC,Visual Novel,"November 13, 2011",NA,NA
+38206,Asemblance,0.9833333333333333,1.5,1.5,1,NA,NA,NA,Nilos Studios,Nilos Studios,"PC, PlayStation 4, Xbox One","First-Person, Adventure","June 21, 2016","June 21, 2016","June 21, 2016"
+56994,Asemblance: Oversight,0.6666666666666666,NA,1,0.8833333333333333,NA,NA,NA,Nilo Studios,Nilo Studios,PC,"First-Person, Adventure","May 15, 2018","May 15, 2018",NA
+45189,Asghan: The Dragon Slayer,NA,NA,NA,NA,NA,NA,NA,Silmarils,Grolier Interactive,NA,"Action, Adventure",1998,NA,NA
+17737,Asguaard,NA,37.5,NA,37.5,NA,NA,NA,Aldorlea Games,Aldorlea Games,NA,Role-Playing,"May 27, 2015",NA,NA
+32499,Ash,NA,NA,14,14,NA,NA,NA,SRRN Games,SRRN Games,NA,Role-Playing,"July 19, 2010",NA,NA
+54772,Ash of Gods: Redemption,23,23.5,35,23.5,NA,NA,NA,AurumDust,"AurumDust, WhisperGames",PC,"Role-Playing, Strategy","March 23, 2018","March 23, 2018",NA
+45711,Ashbourne,NA,NA,NA,NA,NA,NA,NA,Endemic Interactive,Endemic Interactive,NA,"Action, Adventure","January 19, 2017","January 19, 2017",NA
+26767,Ashen,17,17.5,26.5,19,NA,NA,NA,Aurora44,Aurora44,"PC, Xbox One","Open World, Role-Playing","December 06, 2018",NA,NA
+64797,Asher (2018),NA,3,NA,3,NA,NA,NA,Danl2o2o,Danl2o2o,NA,"Side, Scrolling, Action, Platform, Role-Playing","March 11, 2018","March 11, 2018",NA
+16647,Asheron's Call,NA,NA,NA,NA,200,NA,NA,Turbine Entertainment Software,"Microsoft, Turbine",NA,Massively Multiplayer,"November 02, 1999",NA,NA
+51077,Ashes (2017),NA,NA,NA,NA,NA,NA,NA,Tom Jackson,Tom Jackson,NA,"Action, Adventure","June 28, 2017","June 28, 2017",NA
+60882,Ashes Cricket,37,NA,NA,37,NA,NA,NA,Big Ant Studios,Big Ant Studios,NA,NA,"December 16, 2017","December 16, 2017",NA
+21538,Ashes Cricket 2009,NA,NA,NA,NA,NA,25,NA,"Transmission Games, Gusto Games","Codemasters, Namco Bandai Partners","PC, PlayStation 3",Sports,NA,"August 07, 2009",NA
+31426,Ashes of Immortality,NA,10.5,NA,10.5,NA,NA,NA,Warfare Studios,Aldorlea Games,NA,Role-Playing,"June 26, 2015",NA,NA
+31427,Ashes of Immortality II,NA,NA,NA,NA,NA,NA,NA,Warfare Studios,Aldorlea Games,NA,Role-Playing,"August 28, 2015",NA,NA
+44802,Ashes of Immortality II - Bad Blood,NA,NA,NA,NA,NA,NA,NA,Warfare Studios,Aldorlea Games,NA,Role-Playing,"February 13, 2017","February 13, 2017",NA
+31601,Ashes of the Singularity,11,NA,NA,11,NA,NA,NA,"Oxide Games, Stardock Entertainment",Stardock Entertainment,PC,"Real-Time, Strategy","October 20, 2015",NA,NA
+41257,Ashes of the Singularity: Escalation,17,23.5,NA,19,NA,NA,NA,"Stardock Entertainment, Oxide Games",Stardock Entertainment,PC,Strategy,"November 10, 2016",NA,NA
+47663,Ashley Clark: Secret of the Ruby,2,NA,4.5,3.5,NA,NA,NA,N-Tri Studio,N-Tri Studio,PC,Hidden Object,"August 11, 2013","August 11, 2011",NA
+56421,Ashley: The Story Of Survival,NA,NA,1.5,1.5,NA,NA,NA,Playloft,Playloft,NA,NA,"April 13, 2018","April 13, 2018",NA
+16068,Askorekk,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
+57996,Askutron Quiz Show,NA,NA,NA,NA,NA,NA,NA,Goldsaucer,Goldsaucer,NA,NA,"November 12, 2017","November 12, 2017",NA
+14736,Asphalt 3D,9.5,13.5,13.5,10.5,NA,NA,NA,Gameloft,"Ubisoft, Konami",Nintendo 3DS,Racing,"March 27, 2011","March 25, 2011",NA
+23074,Asphalt 4: Elite Racing,NA,NA,NA,NA,NA,NA,NA,Gameloft,Gameloft,NA,Racing,"August 28, 2008",NA,NA
+23075,Asphalt 5,NA,NA,NA,NA,NA,NA,NA,Gameloft Bucharest,Gameloft,NA,Racing,"November 02, 2009",NA,NA
+16973,Asphalt 6: Adrenaline,NA,NA,NA,NA,NA,NA,NA,Gameloft,Gameloft,iOS,Racing,"December 21, 2010",NA,NA
+646,Asphalt 7: Heat,7.5,7.5,NA,7.5,NA,NA,NA,Gameloft,Gameloft,Android,Racing,"June 21, 2012",NA,NA
+17575,Asphalt 8: Airborne,8.5,45,NA,27,NA,NA,NA,Gameloft,Gameloft,"Mobile, PC",Racing,"August 22, 2013",NA,NA
+59993,Asphalt 9: Legends,NA,NA,NA,NA,NA,NA,NA,Gameloft Barcelona,Gameloft,NA,Racing,"February 27, 2018",NA,NA
+58202,Asphalt Nitro,NA,NA,NA,NA,NA,NA,NA,Gameloft,Gameloft,NA,Racing,"May 01, 2015",NA,NA
+16997,Asphalt: Injection,3,NA,NA,3,NA,NA,NA,Gameloft,"Ubisoft, Konami",PlayStation Vita,Racing,"February 15, 2012","February 22, 2012",NA
+647,Asphalt: Urban GT,10,NA,12,11.5,NA,NA,NA,Gameloft,Gameloft,Nintendo DS,Racing,"November 15, 2004",NA,NA
+648,Asphalt: Urban GT 2,13,NA,15,14.5,NA,NA,NA,Virtuos,Gameloft,Nintendo DS,Racing,"November 30, 2005","November 24, 2006",NA
+30959,Asphyxia,2.5,4.5,6,5,NA,NA,NA,ebi-hime,Sekai Project,PC,Simulation,"August 04, 2015",NA,NA
+29621,Assassin (1992),NA,NA,NA,NA,NA,NA,NA,Psionic Systems,Team17,NA,Action,1992,NA,NA
+34793,Assassin 2015,NA,NA,NA,NA,NA,NA,NA,BlueSky Software,Inscape,NA,"First-Person, Action, Shooter","September 30, 1996",NA,NA
+649,Assassin's Creed,15h,20h,38h,19h,NA,NA,NA,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Third-Person, Action, Adventure","November 14, 2007","November 16, 2007",NA
+40343,Assassin's Creed Chronicles,NA,NA,NA,NA,NA,NA,NA,Climax Studios,Ubisoft,"PC, PlayStation 4, PlayStation Vita, Xbox One","Action, Adventure, Compilation, Platform, Stealth","February 09, 2016","February 09, 2016","February 09, 2016"
+25195,Assassin's Creed Chronicles: China,6,9.5,17,7.5,NA,NA,NA,Ubisoft,Ubisoft,"PC, PlayStation 4, PlayStation Vita, Xbox One","Side, Scrolling, Action, Platform, Stealth","April 21, 2015","April 22, 2015",NA
+33522,Assassin's Creed Chronicles: India,5.5,7,15.5,6.5,NA,NA,NA,Climax Studios,Ubisoft,"PC, PlayStation 4, PlayStation Vita, Xbox One","Action, Platform","January 12, 2016",NA,NA
+33659,Assassin's Creed Chronicles: Russia,6.5,9,14.5,7.5,NA,NA,NA,Climax Studios,Ubisoft Entertainment,"PC, PlayStation 4, PlayStation Vita, Xbox One","Action, Adventure","February 09, 2016","February 09, 2016","February 09, 2016"
+651,Assassin's Creed II,18h,24h,32h,24h,NA,NA,NA,Ubisoft Montreal,Ubisoft,"PC, OnLive, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Third-Person, Action, Adventure, Open World","November 17, 2009","March 09, 2010",NA
+652,Assassin's Creed II: Battle of Forli DLC,1.5,1.5,2,1.5,NA,NA,DLC/Expansion,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, Xbox 360","Action, Adventure","January 28, 2010","January 28, 2010",NA
+653,Assassin's Creed II: Bonfire of the Vanities DLC,2,2,2,2,NA,NA,DLC/Expansion,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360","Action, Adventure","February 18, 2010","February 18, 2010",NA
+654,Assassin's Creed II: Discovery,3,5,8,5,NA,NA,NA,Griptonite Games,Ubisoft,Nintendo DS,Side-scroller,"November 17, 2009","November 20, 2009",NA
+57812,Assassin's Creed II: Multiplayer,NA,NA,NA,NA,NA,NA,NA,Ubisoft,Ubisoft,NA,NA,"March 01, 2010","March 01, 2010","March 01, 2010"
+655,Assassin's Creed III,14h,25h,NA,20h,NA,NA,NA,Ubisoft,Ubisoft,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One","Action, Adventure","October 30, 2012","October 31, 2012",NA
+656,Assassin's Creed III: Benedict Arnold DLC,0.6666666666666666,0.8333333333333334,1,0.8333333333333334,NA,NA,DLC/Expansion,Ubisoft,Ubisoft,"PC, PlayStation 3, Xbox 360","Action, Adventure","October 30, 2012","October 31, 2012",NA
+657,Assassin's Creed III: Liberation,9,11,16.5,11.5,NA,NA,NA,Ubisoft Sofia,Ubisoft,"PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One","Third-Person, Action, Adventure, Open World","October 30, 2012","October 31, 2012",NA
+65940,Assassin's Creed III: Remastered,19.5,33.5,48,33.5,NA,NA,NA,Ubisoft Entertainment,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure","March 29, 2019","March 29, 2019",NA
+14452,Assassin's Creed III: The Tyranny of King Washington - The Betrayal DLC,1,3.5,3.5,2.5,NA,NA,DLC/Expansion,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360","Third-Person, Action, Adventure, Stealth","March 19, 2013",NA,NA
+27030,Assassin's Creed III: The Tyranny of King Washington - The Infamy DLC,1.5,NA,2.5,2.5,NA,NA,DLC/Expansion,NA,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360","Third-Person, Action, Adventure, Open World, Sandbox, Stealth","February 19, 2013","February 19, 2013","February 19, 2013"
+18664,Assassin's Creed III: The Tyranny of King Washington - The Redemption DLC,2,2.5,3.5,2.5,NA,NA,DLC/Expansion,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360","Action, Adventure","April 23, 2013","April 23, 2013",NA
